date,YEAR,MONTH,MAX,MIN,DTR,AW,RF,EVP,DRNRF,SSH,RF_3d,RF_7d,MAX_3d_avg,MIN_3d_avg,DTR_3d_avg,RF_lag1,MAX_lag1,MIN_lag1,LABEL_lag1,MONTH_sin,MONTH_cos,DOY_sin,DOY_cos,SEASON,HA_flag,RF_nonzero,LABEL,T850,T700,T500,Td850,Td700,KI,TT,CT,VT,SI,LI,CAPE,wind_shear
2015-01-12,2015,1,28.6,14.0,14.6,1.0,0.0,3.0,0.0,564.0,0.0,0.0,27.76666666666667,15.6,12.166666666666666,0.0,28.3,12.7,0,0.4999999999999999,0.8660254037844387,0.2051044998686192,0.9787400799669153,0,0,0,0,18.736050000000034,10.3245,-4.219029999999975,0.1516797389797943,-4.742130653301501,8.040129085678302,27.32578973897978,4.3707097389797696,22.95508000000001,12.219535691924648,-0.0,0.0,4.501268403416984
2015-01-13,2015,1,26.7,13.7,13.0,1.0,0.0,3.7,0.0,540.0,0.0,0.0,28.1,14.4,13.7,0.0,28.6,14.0,0,0.4999999999999999,0.8660254037844387,0.2219215130041655,0.9750645322571948,0,0,0,0,18.95180000000005,11.469930000000032,-3.69766999999996,0.2384515423961488,-4.446377041851406,6.971614500544717,26.58559154239612,3.936121542396109,22.649470000000008,12.561271932005525,-0.0,0.0,1.8456495160135065
2015-01-14,2015,1,27.1,13.7,13.400000000000002,1.0,0.0,3.3,0.0,534.0,0.0,0.0,27.86666666666667,13.466666666666669,14.4,0.0,26.7,13.7,0,0.4999999999999999,0.8660254037844387,0.2386727660059501,0.9711000518829505,0,0,0,0,19.20010000000002,10.700220000000002,-3.834270000000004,0.4229548797214306,-4.492728437669143,8.26437644205231,27.29159487972146,4.257224879721434,23.034370000000024,12.171570359496286,-0.0,0.0,3.436486190902074
2015-01-15,2015,1,27.1,14.4,12.7,1.0,0.0,4.4,0.0,486.0,0.0,0.0,27.46666666666667,13.8,13.666666666666666,0.0,27.1,13.7,0,0.4999999999999999,0.8660254037844387,0.255353295116187,0.9668478136052776,0,0,0,0,19.3236,10.19980000000004,-2.9706199999999967,0.4503763285619016,-3.1715304712055854,9.373265857356271,25.71521632856189,3.4209963285618983,22.29422,12.944755815848282,-0.0,0.0,6.747174346305446
2015-01-16,2015,1,27.1,15.7,11.400000000000002,1.0,0.0,4.1,0.0,528.0,0.0,0.0,26.96666666666667,13.933333333333332,13.033333333333331,0.0,27.1,14.4,0,0.4999999999999999,0.8660254037844387,0.2719581575341055,0.9623090774541486,0,0,0,0,19.005980000000022,11.05758000000003,-3.558399999999949,1.0002038693214672,-1.7999832741799082,10.7070205951415,27.122983869321388,4.558603869321416,22.56437999999997,12.239055555575476,-0.0,0.0,8.223787794906896
2015-01-17,2015,1,28.3,17.3,11.0,2.0,0.0,5.4,0.0,510.0,0.0,0.0,27.1,14.6,12.500000000000002,0.0,27.1,15.7,0,0.4999999999999999,0.8660254037844387,0.288482432880609,0.9574851883550392,0,0,0,0,19.78000000000003,5.895530000000008,-4.591439999999977,1.1676774738206743,0.4973529752063541,20.140940449027028,30.13055747382066,5.759117473820652,24.371440000000007,10.646582566855898,-0.14375,5.75,5.725678301487153
2015-01-18,2015,1,27.9,15.9,11.999999999999998,1.0,0.0,3.5,0.0,360.0,0.0,0.0,27.5,15.800000000000002,11.7,0.0,28.3,17.3,0,0.4999999999999999,0.8660254037844387,0.304921224656289,0.9523775757303974,0,0,0,0,20.3646,6.458280000000002,-5.147919999999999,1.1689019046023643,0.3966514603611131,20.61979336496347,31.82934190460236,6.316821904602364,25.512519999999995,9.74337988761596,-0.015625,0.625,4.440452297012981
2015-01-19,2015,1,28.2,15.4,12.8,2.0,0.0,3.9,0.0,420.0,0.0,0.0,27.766666666666666,16.3,11.466666666666669,0.0,27.9,15.9,0,0.4999999999999999,0.8660254037844387,0.3212696616923644,0.9469877530760752,0,0,0,0,20.72787,5.544579999999996,-5.894399999999962,1.0915769990230615,0.4346598330731126,22.603926832096136,33.60824699902298,6.985976999023023,26.62226999999996,8.827123726611887,-0.153125,6.125,5.587654549645984
2015-01-20,2015,1,28.2,15.6,12.6,2.0,0.0,4.0,0.0,504.0,0.0,0.0,28.133333333333336,16.2,11.933333333333332,0.0,28.2,15.4,0,0.4999999999999999,0.8660254037844387,0.3375228995941133,0.9413173175128472,0,0,0,0,19.587730000000025,5.488060000000019,-5.71963999999997,1.15392601619169,0.1976714177197323,21.170907433911395,32.18093601619165,6.87356601619166,25.30736999999999,9.640182893638894,-0.00625,0.25,4.315207621012489
2015-01-21,2015,1,27.4,15.5,11.9,2.0,0.0,4.5,0.0,432.0,0.0,0.0,28.1,15.633333333333336,12.466666666666669,0.0,28.2,15.6,0,0.4999999999999999,0.8660254037844387,0.3536761221763716,0.9353679493131484,0,0,0,0,18.83346,5.624780000000044,-5.843199999999968,1.1113067962677403,-0.0558443147148182,20.10734248155285,31.63116679626768,6.954506796267708,24.67665999999997,9.994255904163708,-0.0,0.0,5.389170072616567
2015-01-22,2015,1,27.1,14.4,12.7,2.0,0.0,3.5,0.0,408.0,0.0,0.0,27.933333333333334,15.500000000000002,12.433333333333332,0.0,27.4,15.5,0,0.4999999999999999,0.8660254037844387,0.3697245428906731,0.9291414114031744,0,0,0,0,19.85763000000003,5.980860000000007,-5.213999999999999,0.5515728636640347,-0.6933555029484637,18.94898736071559,30.83720286366406,5.765572863664033,25.071630000000027,10.324957614628149,-0.0,0.0,6.246530942670013
2015-01-23,2015,1,29.2,17.3,11.9,2.0,0.0,6.5,0.0,522.0,0.0,0.0,27.566666666666663,15.166666666666666,12.4,0.0,27.1,14.4,0,0.4999999999999999,0.8660254037844387,0.385663406243607,0.9226395488404876,0,0,0,0,20.133500000000023,4.603600000000029,-3.898719999999969,0.8322161125087177,0.3299543825312412,20.59079049503993,28.76315611250868,4.730936112508687,24.032219999999995,11.319289915143711,-0.0,0.0,7.161060453582517
